customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id29527,Male,0,No,No,5.7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.21,348.39,No
id29528,Male,0,Yes,No,20.3403958485,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),60.808921977,5000.2,No
id29529,Male,0,Yes,No,30.7632347838,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),65.0850141962,6521.9,No
id29530,Female,0,Yes,Yes,0.85,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,99.0,112.59,Yes
id29531,Female,1,No,No,2.45,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,87.93,401.21,Yes
id29532,Male,0,No,No,0.79,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.42,54.94,No
id29533,Male,1,No,No,34.5029048278,No,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,55.842864204,717.95,No
id29534,Female,0,Yes,No,1.43,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,115.08,51.54,Yes
id29535,Male,0,No,No,31.9106681048,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.8044979244,7711.25,No
id29536,Female,0,No,Yes,2.09,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,109.75,438.02,No
id29537,Male,0,Yes,No,47.6298692293,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,104.6294595597,7581.5,No
id29538,Male,0,No,No,1.81,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.78,193.64,Yes
id29539,Female,0,No,No,4.89,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,84.07,60.38,No
id29540,Female,0,Yes,Yes,2.65,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,81.04,498.35,Yes
id29541,Male,0,Yes,No,16.2371434579,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,56.8309018751,61.45,No
id29542,Male,1,Yes,No,5.9,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,77.92,319.31,Yes
id29543,Male,0,Yes,Yes,33.8087558575,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.3077239469,467.15,No
id29544,Female,0,No,No,19.9076545056,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),29.1921923192,237.65,No
id29545,Female,0,Yes,No,35.3917749191,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,83.5531267923,2962,No
id29546,Male,1,Yes,Yes,38.2687393386,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,97.5386102977,1716.45,No
id29547,Male,0,Yes,No,3.58,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.32,464.43,No
id29548,Female,0,No,No,51.1151722382,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),50.0469394497,181.65,No
id29549,Female,0,No,Yes,25.2284470005,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.2774424297,566.5,No
id29550,Female,0,No,Yes,34.8864902412,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),54.6576987192,2249.95,No
id29551,Female,1,No,No,2.31,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.45,286.22,Yes
id29552,Female,0,No,No,42.3164542456,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.8079986564,914.3,No
id29553,Male,0,No,No,41.2688779344,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,,47.8018347658,3132.75,
id29554,Male,0,Yes,No,1.15,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.51,310.68,No
id29555,Female,0,Yes,Yes,38.7411694406,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,50.5574890691,1381.8,No
id29556,Female,0,Yes,Yes,3.7,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,72.86,288.43,No
id29557,Female,0,Yes,No,5.98,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,116.73,357.96,Yes
id29558,Male,0,No,No,4.68,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,92.14,208.79,No
id29559,Female,1,No,No,2.46,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,84.56,68.01,Yes
id29560,Male,0,Yes,No,24.3953540907,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,57.1135547951,253,No
id29561,Female,1,No,No,4.16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.1,353.92,No
id29562,Male,0,No,No,5.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.37,246.46,Yes
id29563,Female,0,No,No,5.99,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,77.93,79.1,Yes
id29564,Male,0,Yes,No,1.49,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,108.89,21.82,Yes
id29565,Male,1,Yes,No,5.39,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.45,449.52,Yes
id29566,Female,0,No,Yes,5.16,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.12,8.52,No
id29567,Female,0,No,No,4.31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.66,93.6,Yes
id29568,Male,0,Yes,Yes,5.6,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.03,476.3,No
id29569,Male,0,Yes,No,10.1823145618,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,63.1209603246,1305.95,No
id29570,Female,0,Yes,No,18.3270045841,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,50.2001930292,5950.2,No
id29571,Male,0,Yes,No,4.03,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,106.25,274.87,Yes
id29572,Female,0,Yes,No,15.4026151372,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,90.8119014775,579,No
id29573,Male,0,Yes,No,49.8562007038,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.4407006365,190.05,No
id29574,Female,1,Yes,No,1.94,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,110.43,300.5,Yes
id29575,Female,0,No,No,4.68,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,107.37,488.83,No
id29576,Female,0,No,Yes,1.15,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.69,496.77,No
id29577,Male,1,Yes,No,4.06,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.11,185.88,Yes
id29578,Female,0,Yes,Yes,0.84,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.7,315.74,No
id29579,Female,0,No,Yes,50.6271842379,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3222569489,4194.85,No
id29580,Female,0,No,No,4.8,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,117.63,258.64,Yes
id29581,Female,0,Yes,Yes,18.0272055993,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.4096792571,1493.75,No
id29582,Male,0,Yes,No,26.0327216205,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,56.3636522926,1943.2,No
id29583,Female,0,No,No,11.0920732124,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),54.3724644973,1388,No
id29584,Male,0,No,Yes,26.6565314911,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,,56.321310474,4508.65,
id29585,Female,0,Yes,Yes,23.8568009008,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,46.5672872807,2303.35,No
id29586,Male,0,No,No,5.63,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,103.01,27.7,No
id29587,Male,1,No,No,51.8869344504,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),44.2154304851,2636.05,No
id29588,Male,1,No,No,3.53,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,77.48,287.89,Yes
id29589,Male,0,Yes,No,4.89,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,93.25,310.58,Yes
id29590,Female,0,Yes,No,6.0329295308,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.6169887577,3221.25,No
id29591,Female,1,Yes,Yes,2.27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.73,391.64,No
id29592,Male,1,No,Yes,4.8,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,70.12,377.8,No
id29593,Female,0,No,No,28.7624316489,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.1781823324,1087.45,No
id29594,Male,0,Yes,No,1.11,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,106.47,335.8,Yes
id29595,Male,0,Yes,No,5.48,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,71.12,237.82,Yes
id29596,Male,0,Yes,No,3.92,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,106.43,110.27,No
id29597,Male,1,Yes,No,0.81,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.21,397,Yes
id29598,Male,1,Yes,Yes,14.1951651798,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.0278526691,319.15,No
id29599,Female,0,No,No,49.7938575157,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,64.9593639414,527.9,No
id29600,Male,0,No,Yes,5.27,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,115.32,431.59,Yes
id29601,Male,0,No,No,32.9838038544,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.7055166438,3103.25,No
id29602,Male,0,No,Yes,28.0777400678,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,32.0218909371,592.65,No
id29603,Female,0,No,No,3.97,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.82,417.81,Yes
id29604,Female,0,Yes,Yes,4.58,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,71.01,220.48,Yes
id29605,Female,0,Yes,No,4.08,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.3,112.06,No
id29606,Male,0,No,Yes,5.7,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,92.17,414.91,No
id29607,Male,0,No,No,38.6162280196,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,,70.8418535085,273.4,
id29608,Male,0,No,No,27.465406368300002,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,59.5712563743,6367.2,No
id29609,Female,0,No,No,0.66,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,107.38,261.58,No
id29610,Female,1,Yes,No,3.94,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.99,296.54,Yes
id29611,Female,0,No,Yes,21.3247595776,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),93.2667174731,191.1,No
id29612,Female,0,Yes,Yes,5.93,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,75.64,205.62,No
id29613,Male,1,Yes,Yes,4.42,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,94.99,222.61,No
id29614,Male,0,No,No,1.89,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.3,371.56,No
id29615,Female,1,No,No,4.03,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,72.65,495.63,No
id29616,Female,1,Yes,No,4.98,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,111.08,209.33,Yes
id29617,Male,0,No,Yes,1.44,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,94.5,78.27,Yes
id29618,Male,1,Yes,No,15.3734348179,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,35.7119927925,2570,No
id29619,Female,0,Yes,No,1.62,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.3,447.12,No
id29620,Male,0,Yes,No,4.42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,119.65,141.07,No
id29621,Male,0,No,No,28.0027855839,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.8963336815,4759.55,No
id29622,Female,0,No,Yes,1.16,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.98,16.05,Yes
id29623,Female,0,Yes,Yes,25.211956004,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,77.2782077302,299.3,No
id29624,Male,0,No,No,2.24,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,104.01,90.57,Yes
id29625,Female,1,Yes,Yes,23.8067726612,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.1001374407,348.8,No
id29626,Female,0,No,Yes,5.98,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,76.61,260.01,No
id29627,Female,0,Yes,No,41.3545567177,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),72.34088596469999,2890.65,No
id29628,Male,0,No,No,50.9399593909,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),91.8902180461,2495.15,No
id29629,Male,0,No,No,2.21,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,83.56,125.54,Yes
id29630,Female,0,Yes,No,30.8395241946,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.8378720396,103.7,No
id29631,Male,0,No,No,5.55,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,78.64,150.92,No
id29632,Female,0,No,No,1.72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.96,168.88,Yes
id29633,Female,1,Yes,No,2.29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,99.33,256.94,Yes
id29634,Male,0,Yes,No,3.94,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,105.59,104.85,No
id29635,Female,0,No,No,17.8105478115,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.0129999459,20.85,No
id29636,Male,1,No,No,1.19,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,85.53,336.51,No
id29637,Male,1,No,Yes,1.36,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.79,38.78,Yes
id29638,Female,0,No,No,4.32,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,81.93,278.73,No
id29639,Female,0,No,Yes,0.59,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,96.38,238.6,Yes
id29640,Female,0,No,No,34.1080793677,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,,36.6001957689,6501.35,
id29641,Male,0,No,No,3.24,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,87.85,398.76,No
id29642,Female,0,No,No,50.8823100106,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,45.9012709749,755.4,No
id29643,Female,0,No,No,13.072938297,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,54.8466074966,79.2,No
id29644,Male,0,Yes,No,3.81,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,76.07,93.66,Yes
id29645,Male,1,No,No,4.62,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,110.69,30.15,Yes
id29646,Male,0,No,Yes,27.7254601271,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),82.5913320558,786.3,No
id29647,Male,0,No,Yes,24.7278821627,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,53.7056437675,94.45,No
id29648,Female,0,Yes,No,35.1164520565,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.1248502685,4263.4,No
id29649,Female,1,No,No,28.6235456872,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),89.0358843525,279.25,No
id29650,Male,0,Yes,No,2.95,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,87.5,439.37,Yes
id29651,Male,0,No,Yes,24.2792609149,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,61.9339383709,1875.55,No
id29652,Male,0,Yes,No,3.86,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,96.02,247.91,Yes
id29653,Female,0,Yes,No,31.3565134849,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.5663667585,1031.1,No
id29654,Female,0,No,Yes,0.92,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,93.01,468.36,Yes
id29655,Male,0,Yes,Yes,2.16,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,118.15,13.76,Yes
id29656,Female,1,No,No,27.5636753925,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,,48.0843692647,520.55,
id29657,Female,0,Yes,No,3.44,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.15,374.89,No
id29658,Female,0,Yes,Yes,5.72,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.15,80.37,No
id29659,Female,0,Yes,No,3.8,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,100.38,221.93,No
id29660,Male,0,Yes,Yes,5.11,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,105.46,413.47,No
id29661,Female,1,Yes,No,1.7,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,97.27,82.04,Yes
id29662,Female,0,No,No,1.9,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,102.61,328.37,Yes
id29663,Male,1,Yes,No,1.42,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,84.2,469.98,Yes
id29664,Female,0,No,Yes,34.6939420752,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,64.51184832,1682.4,No
id29665,Male,0,No,Yes,48.3974839695,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),71.3619289797,573.15,No
id29666,Female,0,Yes,No,39.4038281279,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,52.2972181652,1687.95,No
id29667,Male,0,No,No,25.8366122389,No,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.3179913757,1178.75,No
id29668,Female,0,Yes,Yes,2.54,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.83,80.12,No
id29669,Female,1,Yes,No,28.5907087391,Yes,No,No,No,Yes,No,No,Yes,No,One year,No,Electronic check,105.1511591377,3282.75,No
id29670,Male,1,No,No,5.59,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,70.04,394.17,Yes
id29671,Female,0,No,No,3.66,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.23,259.74,No
id29672,Male,0,Yes,Yes,2.92,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,87.5,263.6,No
id29673,Female,0,No,No,12.8150743653,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,,82.7143305915,5215.1,
id29674,Male,0,No,Yes,27.3543218671,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,58.0314518522,943.85,No
id29675,Female,0,Yes,No,1.93,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,80.59,41.16,Yes
id29676,Female,0,No,No,4.93,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,97.81,57.53,No
id29677,Male,0,No,No,36.3281287425,Yes,No phone service,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72.0093247278,2029.05,No
id29678,Male,1,Yes,No,24.913613032,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.003480092,139.05,No
id29679,Male,0,Yes,No,1.22,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94.67,340.55,Yes
id29680,Male,0,No,No,4.25,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,88.64,96.13,No
id29681,Male,0,No,No,20.5905326085,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),56.5748674445,661.55,No
id29682,Male,1,Yes,No,4.22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,93.14,102.79,Yes
id29683,Female,0,No,No,5.27,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.99,227.94,Yes
id29684,Female,0,No,No,33.7389343265,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.4800435183,4284.2,No
id29685,Male,0,Yes,No,17.8265359062,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,69.0581506853,3906.7,No
id29686,Female,1,Yes,No,5.24,Yes,No,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,78.98,113.71,No
id29687,Female,0,No,Yes,1.89,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.04,346.11,No
id29688,Female,0,Yes,Yes,2.67,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,110.8,446.17,No
id29689,Female,0,No,No,5.67,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,72.05,444.91,Yes
id29690,Female,0,No,No,4.94,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,101.06,152.18,Yes
id29691,Male,0,Yes,Yes,38.6497670879,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,89.2459570935,80.25,No
id29692,Male,0,Yes,No,4.66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.4,51.15,Yes
id29693,Male,0,No,No,19.8974430218,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),58.269756963,6697.35,No
id29694,Male,0,No,No,36.2137231975,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.5677240734,3616.25,No
id29695,Male,0,Yes,No,28.9342973878,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.3747577133,6721.6,No
id29696,Male,0,No,No,5.46,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,112.32,100.06,No
id29697,Male,1,No,Yes,0.81,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.67,267.19,Yes
id29698,Female,0,No,No,36.808553067,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),33.9737660417,52.2,No
id29699,Male,0,Yes,No,4.29,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,84.74,258.64,No
id29700,Female,1,No,No,38.1257836489,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,79.2562324575,326.8,No
